,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
EXK,0,0,0,0,0,0,0,0,0,0
EXLS,0,0,0,0,0,0,0,0,0,0
EXP,0,0,0,0,0,0,0,0,0,0
EXPD,0,0,0,0,0,0,0,0,0,0
EXPE,0,0,0,0,1,0,0,0,0,0
EXPI,0,0,0,0,0,0,0,0,0,0
EXPO,0,0,0,0,0,0,0,0,0,0
EXR,0,0,0,0,0,1,0,0,0,0
EXTO,0,0,0,0,0,0,0,0,0,0
EXTR,0,0,1,0,0,0,1,0,0,0
EYE,0,0,0,0,0,0,0,0,0,0
EYEN,0,0,0,0,0,0,0,0,0,0
EYPT,0,0,1,0,0,0,0,0,0,0
EZFL,0,0,0,0,0,0,0,0,0,0
EZGO,0,0,0,0,0,0,0,0,0,0
EZPW,0,0,0,0,0,0,0,0,0,0
F,0,0,0,0,1,0,0,0,1,0
FA,0,0,0,0,0,0,0,0,0,0
FAAS,0,0,0,0,0,0,0,0,0,0
FAASW,0,0,0,0,0,0,0,0,0,0
FACTU,0,0,0,0,0,0,0,0,0,0
FAF,0,0,0,0,0,0,0,0,0,0
FAMI,0,0,0,0,0,0,0,0,0,0
FANG,0,1,0,1,0,0,0,0,0,0
FARM,0,0,1,0,0,0,0,0,0,0
FARO,0,0,0,0,0,0,0,0,0,0
FAST,0,0,0,0,0,0,0,0,0,0
FAT,0,0,0,0,0,0,0,0,0,0
FATBB,0,0,0,0,0,0,0,0,0,0
FATBP,0,0,0,0,0,0,0,0,0,0
FATBW,0,0,0,0,0,0,0,0,0,0
FATE,0,0,0,0,0,0,0,0,0,0
FAX,0,0,0,0,0,0,0,0,0,0
FBIN,0,0,0,0,0,0,0,1,0,0
FBIO,0,0,0,0,0,0,0,0,0,0
FBIOP,0,0,0,0,0,0,0,0,0,0
FBIZ,0,0,0,0,0,0,0,0,0,0
FBK,0,0,1,0,1,0,0,0,0,0
FBLA,0,0,0,0,0,0,0,0,0,0
FBLG,0,0,0,0,0,0,0,0,0,0
FBMS,0,0,0,0,0,0,0,0,0,0
FBNC,0,0,0,0,0,0,0,0,0,0
FBP,0,0,0,0,0,0,0,0,0,0
FBRT,0,0,0,0,0,0,0,0,0,0
FBRT^E,0,0,0,0,0,0,0,0,0,0
FBRX,0,0,0,1,0,0,0,0,0,0
FBYD,0,0,0,0,0,0,0,0,0,0
FBYDW,0,0,0,0,0,0,0,0,0,0
FC,0,0,0,0,0,0,0,0,0,0
FCAP,0,0,0,0,0,0,0,0,0,0
FCBC,0,0,0,0,0,0,0,0,0,0
FCCO,0,0,0,0,0,0,0,0,0,0
FCEL,0,0,0,0,0,0,0,0,0,0
FCF,0,0,0,0,0,0,0,0,0,0
FCFS,0,0,1,0,0,0,0,0,0,0
FCN,0,0,0,0,0,0,0,0,0,0
FCNCA,0,0,0,0,0,0,0,0,0,0
FCNCO,0,0,0,0,0,0,0,0,0,0
FCNCP,0,0,0,0,0,0,0,0,0,0
FCO,0,0,0,0,0,0,0,0,0,0
FCPT,0,0,0,0,0,0,0,0,0,0
FCRX,0,0,0,0,0,0,0,0,0,0
FCT,0,0,0,0,0,0,0,0,0,0
FCUV,0,0,0,0,0,0,0,0,0,0
FCX,0,1,0,0,1,0,0,1,0,0
FDBC,0,0,0,0,0,0,0,0,0,0
FDMT,0,0,0,0,0,0,0,0,0,0
FDP,0,0,0,0,0,0,0,0,0,0
FDS,1,0,0,0,0,0,0,0,0,0
FDSB,0,0,0,0,0,0,0,0,0,0
FDUS,0,0,0,0,0,0,0,0,0,0
FDX,0,0,0,0,0,0,0,0,0,0
FE,0,0,0,0,0,0,0,0,0,0
FEAM,0,0,0,0,0,0,0,0,0,0
FEBO,0,0,0,0,0,0,0,0,0,0
FEDU,0,0,0,0,0,0,0,0,0,0
FEIM,0,0,0,0,0,0,0,0,0,0
FELE,0,0,1,0,0,0,0,0,0,0
FEMY,0,0,0,0,0,0,0,0,0,0
FENC,0,0,0,0,0,0,0,0,0,0
FENG,0,0,0,0,0,0,0,0,0,0
FER,0,0,0,1,1,1,0,0,0,0
FERG,0,0,1,0,1,1,1,0,0,0
FET,0,0,1,0,0,0,0,0,0,0
FF,0,0,0,0,0,0,0,0,0,0
FFA,0,0,0,0,0,0,0,0,0,0
FFBC,0,0,0,0,0,0,0,0,0,0
FFC,0,0,0,0,0,0,0,0,0,0
FFIC,0,0,0,0,0,0,0,0,0,0
FFIE,0,0,0,0,0,0,0,0,0,0
FFIEW,0,0,0,0,0,0,0,0,0,0
FFIN,0,0,1,0,0,0,0,0,0,0
FFIV,0,0,0,0,1,0,0,0,0,0
FFNW,0,0,0,0,0,0,0,0,0,0
FFWM,0,0,0,0,0,0,0,0,0,0
FG,0,0,0,0,0,0,0,0,0,0
FGB,0,0,0,0,0,0,0,0,0,0
FGBI,0,0,0,0,0,0,0,0,0,0
FGBIP,0,0,0,0,0,0,0,0,0,0
FGEN,0,0,1,0,0,0,0,0,0,0
FGF,0,0,0,0,0,0,0,0,0,0
FGFPP,0,0,0,0,0,0,0,0,0,0
FGI,0,0,0,0,0,0,0,0,0,0
FGL,0,0,0,0,0,0,0,0,0,0
FGN,0,0,0,0,0,0,0,0,0,0
FHB,0,0,0,0,0,0,0,0,0,0
FHI,0,0,0,0,1,0,0,0,0,0
FHN,0,0,0,0,0,0,0,0,0,0
FHN^B,0,0,0,0,0,0,0,0,0,0
FHN^C,0,0,0,0,0,0,0,0,0,0
FHN^E,0,0,0,0,0,0,0,0,0,0
FHN^F,0,0,0,0,0,0,0,0,0,0
FHTX,0,0,0,0,0,0,0,0,0,0
FI,0,0,0,0,0,0,0,0,0,0
FIBK,0,0,0,0,0,0,0,0,0,0
FICO,0,0,0,0,0,0,1,0,0,0
FIGS,0,0,0,0,0,0,0,0,0,0
FIHL,0,0,0,0,0,0,0,0,0,0
FINS,0,0,0,0,0,0,0,0,0,0
FINV,0,0,0,0,0,0,0,0,0,0
FINW,0,0,0,0,0,0,0,0,0,0
FIP,0,0,0,0,0,0,0,0,0,0
FIS,0,0,0,0,0,0,0,0,0,0
FISI,0,0,0,0,0,0,0,0,0,0
FITB,0,0,0,1,0,0,0,0,0,0
FITBI,0,0,0,1,0,0,0,0,0,0
FITBO,0,0,0,1,0,0,0,0,0,0
FITBP,0,0,0,1,0,0,0,0,0,0
FIVE,0,0,0,0,0,0,0,0,0,0
FIVN,0,0,0,0,0,0,0,0,0,0
FIX,0,0,0,0,0,0,0,0,0,0
FIZZ,0,0,0,0,0,0,0,0,0,0
FKWL,0,0,0,0,0,0,0,0,0,0
FL,0,0,0,0,1,0,0,0,0,0
FLC,0,0,0,0,0,0,0,0,0,0
FLD,0,0,0,0,0,0,0,0,0,0
FLDDU,0,0,0,0,0,0,0,0,0,0
FLDDW,0,0,0,0,0,0,0,0,0,0
FLEX,0,0,0,0,0,0,0,0,0,0
FLG,0,0,0,0,0,0,1,0,0,0
FLGC,0,0,0,0,0,0,0,0,0,0
FLGT,0,0,0,0,0,0,0,0,0,0
FLG^A,0,0,0,0,0,0,0,0,0,0
FLG^U,0,0,0,0,0,0,0,0,0,0
FLIC,0,0,0,0,0,0,0,0,0,0
FLL,0,0,0,0,0,0,0,0,0,0
FLNC,0,0,0,0,0,0,0,0,0,0
FLNG,0,1,0,0,0,0,0,0,0,0
FLNT,0,0,0,0,0,0,0,0,0,0
FLO,0,0,0,0,0,0,0,0,0,0
FLR,0,0,1,0,0,1,0,0,0,0
FLS,0,0,1,0,0,0,0,0,0,0
FLUT,0,0,0,0,1,0,0,0,0,0
FLUX,0,0,0,0,0,0,0,0,0,0
FLWS,0,0,0,0,0,0,0,0,0,0
FLX,0,0,0,0,0,0,0,0,0,0
FLXS,0,0,0,0,0,0,0,0,0,0
FLYE,0,0,0,0,0,0,0,0,0,0
FLYW,0,0,0,0,0,0,0,0,0,0
FLYX,0,0,0,0,0,0,0,0,0,0
FMAO,0,0,0,0,0,0,0,0,0,0
FMBH,0,0,0,0,0,0,0,0,0,0
FMC,0,0,0,1,0,0,0,0,0,0
FMN,0,0,0,0,0,0,0,0,0,0
FMNB,0,0,0,0,1,0,0,0,0,0
FMS,0,0,0,0,0,0,0,0,0,0
FMST,0,0,0,0,0,0,0,0,0,0
FMX,0,0,0,0,0,0,0,0,0,0
FMY,0,0,0,0,0,0,0,0,0,0
FN,0,0,0,0,0,0,0,0,0,0
FNA,0,0,0,0,0,0,0,0,0,0
FNB,0,0,0,0,0,0,0,0,0,0
FND,0,0,0,0,0,0,0,0,0,0
FNF,0,0,1,0,0,0,0,0,0,0
FNGR,0,0,0,0,0,0,0,0,0,0
FNKO,0,0,0,0,0,0,0,0,0,0
FNLC,0,0,0,0,0,0,0,0,0,0
FNV,0,0,0,0,0,0,0,0,0,0
FNWB,0,0,0,0,0,0,0,0,0,0
FNWD,0,0,0,0,0,0,0,0,0,0
FOA,0,0,0,0,0,0,0,0,0,0
FOF,0,0,0,0,0,0,0,0,0,0
FOLD,0,0,0,0,0,0,0,0,0,0
FONR,0,0,0,0,0,0,0,0,0,0
FOR,0,0,0,0,0,0,0,0,0,0
FORA,0,0,0,0,0,0,0,0,0,0
FORD,0,0,0,0,0,0,0,0,0,0
FORL,0,0,0,0,0,0,0,0,0,0
FORLW,0,0,0,0,0,0,0,0,0,0
FORM,0,0,0,0,0,0,0,0,0,0
FORR,0,0,0,0,0,0,0,0,0,0
FORTY,0,0,0,0,0,0,0,0,0,0
FOSL,0,0,0,0,0,0,0,0,0,0
FOSLL,0,0,0,0,0,0,0,0,0,0
FOUR,0,0,0,0,0,0,0,0,0,0
FOX,0,0,0,0,0,0,0,0,0,0
FOXA,0,0,0,1,0,0,0,0,0,0
FOXF,0,0,0,0,0,0,0,0,0,0
FOXO,0,0,0,0,0,0,0,0,0,0
FOXX,0,0,0,0,0,0,0,0,0,0
FOXXW,0,0,0,0,0,0,0,0,0,0
FPAY,0,0,0,0,0,0,0,0,0,0
FPF,0,0,0,0,0,0,0,0,0,0
FPH,0,0,0,0,0,0,0,0,0,0
FPI,0,0,0,0,0,0,0,0,0,0
FR,0,0,0,0,0,0,0,0,0,0
FRA,0,0,0,0,0,0,0,0,0,0
FRAF,0,0,0,0,0,0,0,0,0,0
FRBA,0,0,0,0,0,0,0,0,0,0
FRD,0,0,0,0,0,0,0,0,0,0
FRES,0,0,0,0,0,0,0,0,0,0
FREY,0,0,0,0,0,0,0,0,0,0
FRGE,0,0,0,0,0,0,0,0,0,0
FRGT,0,0,0,1,0,0,0,0,0,0
FRHC,0,0,0,0,0,0,0,0,0,0
FRME,0,0,0,0,0,0,0,0,0,0
FRMEP,0,0,0,0,0,0,0,0,0,0
FRO,0,0,0,0,0,0,0,0,0,0
FROG,0,0,0,0,0,0,0,0,0,0
FRPH,0,0,0,0,0,0,0,0,0,0
FRPT,0,0,0,0,0,0,0,0,0,0
FRSH,0,0,1,0,0,0,0,0,0,0
FRST,0,0,0,0,0,0,0,0,0,0
FRSX,0,0,0,0,0,0,0,0,0,0
FRT,0,0,0,0,0,0,0,0,0,0
FRT^C,0,0,0,0,0,0,0,0,0,0
FSBC,0,0,0,0,0,0,0,0,0,0
FSBW,0,0,0,0,0,0,0,0,0,0
FSCO,0,0,0,0,0,0,0,0,0,0
FSEA,0,0,0,0,0,0,0,0,0,0
FSFG,0,0,0,0,0,0,0,0,0,0
FSHP,0,0,0,0,0,0,0,0,0,0
FSHPR,0,0,0,0,0,0,0,0,0,0
FSHPU,0,0,0,0,0,0,0,0,0,0
FSI,0,0,0,0,0,0,0,0,0,0
FSK,0,0,0,0,0,0,0,0,0,0
FSLR,0,0,0,0,1,0,0,0,0,0
FSLY,0,0,0,0,0,0,0,0,0,0
FSM,0,0,0,0,0,0,0,0,0,0
FSP,0,0,0,0,0,0,0,0,0,0
FSS,0,0,1,0,0,0,0,0,0,0
FSTR,0,0,0,0,0,0,0,0,0,0
FSUN,0,0,0,0,0,0,0,0,0,0
FSV,0,0,0,0,0,0,0,0,0,0
FT,0,0,0,0,0,0,0,0,0,0
FTAI,0,0,0,0,0,0,0,0,0,0
FTAIM,0,0,0,0,0,0,0,0,0,0
FTAIN,0,0,0,0,0,0,0,0,0,0
FTAIO,0,0,0,0,0,0,0,0,0,0
FTCI,0,0,0,0,0,0,0,0,0,0
FTDR,0,0,0,0,0,0,0,0,0,0
FTEK,0,0,0,0,0,0,0,0,0,0
FTEL,0,0,0,0,0,0,0,0,0,0
FTF,0,0,0,0,0,0,0,0,0,0
FTFT,0,0,0,0,0,0,0,0,0,0
FTHM,0,0,0,0,0,0,0,0,0,0
FTHY,0,0,0,0,0,0,0,0,0,0
FTI,0,0,0,0,0,0,1,0,0,0
FTII,0,0,0,0,0,0,0,0,0,0
FTIIW,0,0,0,0,0,0,0,0,0,0
FTK,0,0,1,0,0,0,0,0,0,0
FTLF,0,0,0,0,0,0,0,0,0,0
FTNT,0,0,0,0,0,0,0,0,0,0
FTRE,0,0,0,0,0,0,0,0,0,0
FTS,0,0,1,0,0,0,0,0,0,0
FTV,0,0,1,1,0,0,0,0,0,0
FUBO,0,0,0,0,0,0,0,0,0,0
FUFU,0,0,0,0,0,0,0,0,0,0
FUFUW,0,0,0,0,0,0,0,0,0,0
FUL,0,0,1,0,0,0,0,0,0,0
FULC,0,0,0,0,0,0,0,0,0,0
FULT,0,0,0,0,0,0,0,0,0,0
FULTP,0,0,0,0,0,0,0,0,0,0
FUN,0,0,0,0,0,0,0,0,0,0
FUNC,0,0,0,0,0,0,0,0,0,0
FUND,0,0,0,0,0,0,0,0,0,0
FURY,0,0,0,0,0,0,0,0,0,0
FUSB,0,0,0,0,0,0,0,0,0,0
FUTU,0,0,0,0,0,0,0,0,0,0
FVCB,0,0,0,0,0,0,0,0,0,0
FVN,0,0,0,0,0,0,0,0,0,0
FVNNR,0,0,0,0,0,0,0,0,0,0
FVNNU,0,0,0,0,0,0,0,0,0,0
FVR,0,0,0,0,0,0,0,0,0,0
FVRR,0,0,0,0,0,0,0,0,0,0
FWONA,0,0,0,0,0,0,0,0,0,0
FWONK,0,0,0,0,0,0,0,0,0,0
FWRD,0,0,1,0,0,0,0,0,0,0
FWRG,0,0,0,0,0,0,0,0,0,0
FXNC,0,0,0,0,0,0,0,0,0,0
FYBR,0,0,1,0,0,0,0,0,0,0
F^B,0,0,0,0,0,0,0,0,0,0
F^C,0,0,0,0,0,0,0,0,0,0
F^D,0,0,0,0,0,0,0,0,0,0
G,0,0,1,0,0,0,0,0,0,0
GAB,0,0,0,0,0,0,0,0,0,0
GABC,0,0,0,0,0,0,0,0,0,0
GAB^G,0,0,0,0,0,0,0,0,0,0
GAB^H,0,0,0,0,0,0,0,0,0,0
GAB^K,0,0,0,0,0,0,0,0,0,0
GAIA,0,0,0,0,0,0,0,0,0,0
GAIN,0,0,0,0,0,0,0,0,0,0
GAINL,0,0,0,0,0,0,0,0,0,0
GAINN,0,0,0,0,0,0,0,0,0,0
GAINZ,0,0,0,0,0,0,0,0,0,0
GALT,0,0,0,0,0,0,0,0,0,0
GAM,0,0,0,0,0,0,0,0,0,0
GAMB,0,0,0,0,0,0,0,0,0,0
GAME,0,0,0,0,0,0,0,0,0,0
GAM^B,0,0,0,0,0,0,0,0,0,0
GAN,0,0,0,0,1,0,0,0,0,0
GANX,0,0,0,0,0,0,0,0,0,0
GAP,0,0,0,0,0,0,0,0,0,0
GASS,0,0,0,0,0,0,0,0,0,0
GATE,0,0,0,0,0,0,0,0,0,0
GATEW,0,0,0,0,0,0,0,0,0,0
GATO,0,0,0,0,0,0,0,0,0,0
GATX,0,0,0,0,0,0,0,0,0,0
GAU,0,0,0,0,0,0,0,0,0,0
GAUZ,0,0,0,0,0,0,0,0,0,0
GB,0,0,0,0,0,0,0,0,0,1
GBAB,0,0,0,0,0,0,0,0,0,0
GBBK,0,0,0,0,0,0,0,0,0,0
GBBKR,0,0,0,0,0,0,0,0,0,0
GBCI,0,0,0,0,0,0,0,0,0,0
GBDC,0,0,0,0,0,0,0,0,0,0
GBIO,0,0,0,0,0,0,0,0,0,0
GBLI,0,0,0,0,0,0,0,0,0,0
GBR,0,0,0,0,0,0,0,0,0,0
GBTG,0,0,0,0,0,0,0,0,0,0
GBX,0,0,0,0,0,0,0,0,0,0
GCBC,0,0,0,0,0,0,0,0,0,0
GCI,0,0,0,0,0,0,0,0,0,0
GCMG,0,0,0,0,0,0,0,0,0,0
GCMGW,0,0,0,0,0,0,0,0,0,0
GCO,0,0,0,1,0,0,0,0,0,0
GCT,0,0,0,0,0,0,0,0,0,0
GCTK,0,0,0,0,0,0,0,0,0,0
GCTS,0,0,0,0,0,0,0,0,0,0
GCV,0,0,0,0,0,0,0,0,0,0
GD,0,0,0,0,0,0,0,0,0,0
GDC,0,0,0,0,0,0,0,0,0,0
GDDY,0,0,0,0,0,0,0,0,0,0
GDEN,0,0,1,0,1,0,0,0,0,0
GDEV,0,0,0,0,0,0,0,0,0,0
GDHG,0,0,0,0,0,0,0,0,0,0
GDL,0,0,0,0,0,0,0,0,0,0
GDL^C,0,0,0,0,0,0,0,0,0,0
GDO,0,0,0,0,0,0,0,0,0,0
GDOT,0,0,0,0,0,0,0,0,0,0
GDRX,0,0,0,0,0,0,0,0,0,0
GDS,0,0,0,0,0,0,0,0,0,0
GDST,0,0,0,0,0,0,0,0,0,0
GDSTW,0,0,0,0,0,0,0,0,0,0
GDTC,0,0,0,0,0,0,0,0,0,0
GDV,0,0,0,0,0,0,0,0,0,0
GDV^H,0,0,0,0,0,0,0,0,0,0
GDV^K,0,0,0,0,0,0,0,0,0,0
GDYN,0,0,0,0,0,0,0,0,0,0
GE,0,0,1,1,1,1,0,1,0,0
GEAR,0,0,0,0,0,0,0,0,0,0
GECC,0,0,0,0,0,0,0,0,0,0
GECCH,0,0,0,0,0,0,0,0,0,0
GECCI,0,0,0,0,0,0,0,0,0,0
GECCO,0,0,0,0,0,0,0,0,0,0
GECCZ,0,0,0,0,0,0,0,0,0,0
GEF,0,0,0,0,0,1,0,0,0,0
GEG,0,0,0,0,0,0,0,0,0,0
GEGGL,0,0,0,0,0,0,0,0,0,0
GEHC,0,0,0,0,0,0,0,0,0,0
GEL,0,0,0,0,0,0,0,0,0,0
GELS,0,0,0,0,0,0,0,0,0,0
GEN,0,0,0,0,0,0,0,0,0,0
GENC,0,0,0,0,0,0,0,0,0,0
GENI,0,0,0,0,0,0,0,0,0,0
GENK,0,0,0,0,0,0,0,0,0,0
GEO,0,1,1,0,0,0,0,0,0,0
GEOS,0,0,0,0,0,0,0,0,0,0
GERN,0,0,0,1,0,0,0,0,0,0
GES,0,0,0,0,0,0,0,0,0,0
GETY,0,0,0,0,0,0,0,0,0,0
GEV,0,0,0,0,0,0,0,0,0,0
GEVO,0,0,0,0,0,0,0,0,0,0
GF,0,0,0,0,0,0,0,0,0,0
GFAI,0,0,0,0,0,0,0,0,0,0
GFAIW,0,0,0,0,0,0,0,0,0,0
GFF,0,0,1,0,0,0,0,0,0,0
GFI,0,0,0,0,1,0,0,1,1,0
GFL,0,0,0,0,0,0,0,0,0,0
GFR,0,0,0,0,0,0,0,0,0,0
GFS,0,0,0,0,0,0,0,0,0,0
GGAL,0,0,0,0,0,0,0,0,0,0
GGB,0,0,0,0,0,0,0,0,0,0
GGG,0,0,0,0,0,0,0,0,0,0
GGN,0,0,0,0,0,0,0,0,0,0
GGN^B,0,0,0,0,0,0,0,0,0,0
GGR,0,0,0,0,0,0,0,0,0,0
GGROW,0,0,0,0,0,0,0,0,0,0
GGT,0,0,0,0,0,0,0,0,0,0
GGT^E,0,0,0,0,0,0,0,0,0,0
GGT^G,0,0,0,0,0,0,0,0,0,0
GGZ,0,0,0,0,0,0,0,0,0,0
GH,0,0,0,0,0,0,0,0,0,0
GHC,0,0,0,0,0,0,0,0,0,0
GHG,0,0,0,0,0,0,0,0,0,0
GHI,0,0,0,0,0,0,0,0,0,0
GHLD,0,0,0,0,0,0,0,0,0,0
GHM,0,0,0,1,0,0,0,0,0,0
GHRS,0,0,0,0,0,0,0,0,0,0
GHY,0,0,0,0,0,0,0,0,0,0
GIB,0,0,0,0,0,0,0,0,0,0
GIC,0,0,0,0,0,0,0,0,0,0
GIFI,0,0,1,0,0,0,0,0,0,0
GIFT,0,0,0,0,0,0,0,0,0,0
GIG,0,0,0,0,0,0,0,0,0,0
GIGGU,0,0,0,0,0,0,0,0,0,0
GIGGW,0,0,0,0,0,0,0,0,0,0
GIGM,0,0,0,0,0,0,0,0,0,0
GIII,0,0,0,0,0,0,0,0,0,0
GIL,0,0,0,0,0,0,0,0,0,0
GILD,0,0,1,0,0,0,0,0,1,0
GILT,0,0,0,0,0,0,0,0,0,0
GIPR,0,0,0,0,0,0,0,0,0,0
GIPRW,0,0,0,0,0,0,0,0,0,0
GIS,0,0,0,0,0,0,0,0,1,1
GJO,0,0,0,0,0,0,0,0,0,0
GJP,0,0,0,0,0,0,0,0,0,0
GJR,0,0,0,0,0,0,0,0,0,0
GJS,0,0,0,0,0,0,0,0,0,0
GJT,0,0,0,0,0,0,0,0,0,0
GKOS,0,0,0,0,0,0,0,0,0,0
GL,0,0,0,0,0,0,0,0,0,0
GLAC,0,0,0,0,0,0,0,0,0,0
GLACR,0,0,0,0,0,0,0,0,0,0
GLAD,0,0,0,0,0,0,0,0,0,0
GLADZ,0,0,0,0,0,0,0,0,0,0
GLBE,0,0,0,0,0,0,0,0,0,0
GLBS,0,0,0,0,0,0,0,0,0,0
GLBZ,0,0,0,0,0,0,0,0,0,0
GLDD,0,0,0,0,0,0,0,0,0,0
GLDG,0,0,1,0,0,0,0,0,0,0
GLE,0,0,0,0,0,0,0,0,0,0
GLLI,0,0,0,0,0,0,0,0,0,0
GLMD,0,0,0,0,0,0,0,0,0,0
GLNG,0,0,1,0,0,0,0,0,0,0
GLO,0,0,0,0,0,0,0,0,0,0
GLOB,0,0,0,0,0,0,0,0,0,0
GLOP^A,0,0,0,0,0,0,0,0,0,0
GLOP^B,0,0,0,0,0,0,0,0,0,0
GLOP^C,0,0,0,0,0,0,0,0,0,0
GLP,0,0,0,0,0,0,0,0,0,0
GLPG,0,0,1,0,0,0,0,0,0,0
GLPI,0,0,0,0,0,0,0,0,0,0
GLP^B,0,0,0,0,0,0,0,0,0,0
GLQ,0,0,0,0,0,0,0,0,0,0
GLRE,0,0,0,0,0,0,0,0,0,0
GLSI,0,0,0,0,0,0,0,0,0,0
GLST,0,0,0,0,0,0,0,0,0,0
GLSTR,0,0,0,0,0,0,0,0,0,0
GLSTW,0,0,0,0,0,0,0,0,0,0
GLTO,0,0,0,0,0,0,0,0,0,0
GLU,0,0,0,0,0,0,0,0,0,0
GLUE,0,0,0,0,0,0,0,0,0,0
GLU^A,0,0,0,0,0,0,0,0,0,0
GLU^B,0,0,0,0,0,0,0,0,0,0
GLV,0,0,0,0,0,0,0,0,0,0
GLW,0,0,1,0,0,0,0,0,0,0
GLXG,0,0,0,0,0,0,0,0,0,0
GLYC,0,0,0,0,0,0,0,0,0,0
GL^D,0,0,0,0,0,0,0,0,0,0
GM,0,0,0,0,1,1,0,1,0,1
GMAB,0,0,0,1,0,0,0,0,0,0
GME,0,0,0,0,0,0,0,0,0,0
GMED,0,0,0,0,0,0,0,0,0,0
GMGI,0,0,0,0,0,0,0,0,0,0
GMM,0,0,0,0,0,0,0,0,0,0
GMRE,0,0,0,0,0,0,0,0,0,0
GMRE^A,0,0,0,0,0,0,0,0,0,0
GMS,0,0,0,0,0,0,0,0,0,0
GNE,0,0,0,0,0,0,0,0,0,0
GNFT,0,0,0,0,0,0,0,0,0,0
GNK,0,0,0,0,0,0,0,0,0,0
GNL,0,0,0,0,0,0,0,0,0,0
GNLN,0,0,0,0,0,0,0,0,0,0
GNLX,0,0,0,0,0,0,0,0,0,0
GNL^A,0,0,0,0,0,0,0,0,0,0
GNL^B,0,0,0,0,0,0,0,0,0,0
GNL^D,0,0,0,0,0,0,0,0,0,0
GNL^E,0,0,0,0,0,0,0,0,0,0
GNPX,0,0,0,0,0,0,0,0,0,0
GNRC,0,0,0,0,0,0,0,0,0,0
GNS,0,0,0,0,0,0,0,0,0,0
GNSS,0,0,0,0,0,0,0,0,0,0
GNT,0,0,0,0,0,0,0,0,0,0
GNTA,0,0,0,0,0,0,0,0,0,0
GNTX,0,0,0,0,0,0,0,0,0,0
GNTY,0,0,0,0,0,0,0,0,0,0
GNT^A,0,0,0,0,0,0,0,0,0,0
GNW,0,0,0,0,0,0,0,0,0,0
GO,0,0,0,0,0,0,0,0,0,0
GOCO,0,0,0,0,0,0,0,0,0,0
GODN,0,0,0,0,0,0,0,0,0,0
GOEV,0,0,0,0,0,0,0,0,0,0
GOEVW,0,0,0,0,0,0,0,0,0,0
GOF,0,0,0,0,0,0,0,0,0,0
GOGL,0,0,0,0,0,0,0,0,0,0
GOGO,0,0,0,0,0,0,0,0,0,0
GOLD,0,0,0,0,0,0,0,0,0,0
GOLF,0,0,0,0,0,0,0,0,0,0
GOOD,0,0,0,0,0,0,0,0,0,0
GOODN,0,0,0,0,0,0,0,0,0,0
GOODO,0,0,0,0,0,0,0,0,0,0
GOOG,0,0,0,1,0,0,0,0,0,0
GOOGL,0,0,0,1,0,0,0,0,0,0
GOOS,0,0,0,0,0,0,0,0,0,0
GORO,0,0,0,0,0,0,0,0,0,0
GORV,0,0,0,0,0,0,0,0,0,0
GOSS,0,0,0,0,0,0,0,0,0,0
GOTU,0,0,0,0,0,0,0,0,0,0
GOVX,0,0,0,0,0,0,0,0,0,0
GOVXW,0,0,0,0,0,0,0,0,0,0
GP,0,0,0,0,0,0,0,0,0,0
GPAT,0,0,0,0,0,0,0,0,0,0
GPATU,0,0,0,0,0,0,0,0,0,0
GPATW,0,0,0,0,0,0,0,0,0,0
GPC,0,0,0,0,0,1,0,0,0,0
GPCR,0,0,0,0,0,0,0,0,0,0
GPI,0,0,1,1,0,0,0,0,0,0
GPJA,0,0,0,0,0,0,0,0,0,0
GPK,0,0,0,0,0,1,0,0,0,0
GPMT,0,0,0,0,0,0,0,0,0,0
GPMT^A,0,0,0,0,0,0,0,0,0,0
GPN,0,0,0,0,0,0,0,0,0,0
GPOR,0,0,0,1,1,0,0,0,0,0
GPRE,0,0,1,0,0,0,0,0,0,0
GPRK,0,0,0,0,0,0,0,0,0,0
GPRO,0,0,0,0,0,0,0,0,0,0
GPUS,0,0,0,0,0,0,0,0,1,1
GPUS^D,0,0,0,0,0,0,0,0,0,0
GRAB,0,0,0,0,0,0,0,0,0,0
GRABW,0,0,0,0,0,0,0,0,0,0
GRAF,0,0,0,0,0,0,0,0,0,0
GRAL,0,0,0,0,0,0,0,0,0,0
GRBK,0,0,0,0,0,0,0,0,0,0
GRBK^A,0,0,0,0,0,0,0,0,0,0
GRC,0,0,0,0,0,0,0,0,0,0
GRCE,0,0,0,0,0,0,0,0,0,0
GRDN,0,0,0,0,0,0,0,0,0,0
GREE,0,0,0,0,0,0,0,0,0,0
GREEL,0,0,0,0,0,0,0,0,0,0
GRF,0,0,0,0,0,0,0,0,0,0
GRFS,0,0,0,0,0,0,0,1,0,0
GRFX,0,0,0,1,0,0,0,0,0,0
GRI,0,0,0,0,0,0,0,0,0,0
GRMN,0,0,0,0,0,0,0,0,0,0
GRND,0,0,0,0,0,0,0,0,0,0
GRNQ,0,0,0,0,0,0,0,0,0,0
GRNT,0,0,0,0,0,0,0,0,0,0
GRO,0,0,0,0,0,0,0,0,0,0
GROV,0,0,0,0,0,0,0,0,0,0
GROW,0,0,0,0,0,0,0,0,0,0
GROY,0,0,0,0,0,0,0,0,0,0
GRPN,0,0,0,0,0,0,0,0,0,0
GRRR,0,0,0,0,0,0,0,0,0,0
GRRRW,0,0,0,0,0,0,0,0,0,0
